artist_hotttnesss,artist_id,artist_name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release_id,release_name,similar,song_hotttnesss,song_id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year
0.349912612,ARDNS031187B9924F0,Tim Wilson,[],0.0,0.0,0.52648,0.0,0.52648,186.48771,1.083,0.459797129,5.0,0.762,32.67828,Georgia,-83.22295,-4.516,1,0.539,160881,The Real Twang Thang,AR74HI61187FB5327F,,SONYPOM12A8C13B2D7,175.467,0.231,0.07391,90.022,filk,1.0,1.0,0.971,I Think My Wife Is Running Around On Me (Taco Hell),2005
0.452789477,AR1Y2PT1187FB5B9CE,John Wesley,[],0.0,0.042,0.56075,0.0,0.56075,484.62322,28.172,0.560557984,4.0,0.283,27.94017,Brandon,-82.32547,-15.335,0,0.363,463514,The Emperor Falls,ARRJTPR11F4C8473CF,0.377531645,SOLLHMX12AB01846DC,480.363,0.057,0.56075,138.007,disco,1.0,4.0,0.893,The Emperor Falls,0
0.418216518,ARAJPHH1187FB5566A,The Shangri-Las,[],0.0,0.812,0.10131,0.812,0.10131,164.80608,0.0,0.640807102,10.0,0.254,40.7038,"Queens, NY",-73.83168,-10.922,1,0.042,643400,Best of The Shangri-Las,ARXY7M01187B9B7611,0.443291312,SOYTPEP12AB0180E7B,156.177,0.879,0.10131,130.1,doo-wop,0.922774628,1.0,0.0,Twist and Shout,1964
0.488019842,ARPQ4Z01187FB3A736,Butthole Surfers,['texas'],1.0,0.035,0.2438,0.604,0.2438,450.84689,0.467,0.809323793,4.0,0.726,29.42449,"San Antonio, TX",-98.49462,-9.063,0,0.367,244586,Piouhgd + Widowermaker!,ARCDZ0K1187FB43757,0.593943076,SOJXVAH12A8C139700,426.104,0.267,0.09307,130.586,noise rock,1.0,4.0,0.42,"Barking Dogs (From ""Piouhgd"")",0
0.41168896,ARNQAVF11F4C844C04,Despina Vandi,[],0.0,0.791,0.10104,0.895,0.10104,303.09832,0.067,0.632559542,8.0,0.532,37.15735675013362,Not available,-63.93335786851952,-8.879,0,0.516,157648,Profities,ARQLM691187FB4CFA7,,SOVXMTN12A8C135A18,294.818,0.764,0.10104,128.292,dance pop,1.0,4.0,0.83,OUTE ENA EFHARISTO,0
0.467538444,ARWYVP51187B98C516,The Suicide Machines,[],0.0,0.987,0.90181,0.471,0.38075,95.68608,0.0,0.668674533,2.0,0.421,42.33168,"Detroit, MI",-83.04792,-2.022,1,0.589,706005,A Match & Some Gasoline,ARGAFOR11F50C47F57,0.528782481,SONYRZV12AB018AF70,87.806,0.84,0.12215,115.887,ska punk,1.0,4.0,0.744,Burning In The Aftermath,2003
0.735765693,ARFCUN31187B9AD578,The Rolling Stones,['british'],4.0,0.797,0.15016,0.797,0.15016,271.49016,0.171,0.814829656,9.0,0.301,51.50632,"London, England",-0.12714,-10.358,0,0.392,42595,Jump Back - The Best Of The Rolling Stones_ '71-'93,ARSAIUN1187FB398D3,0.83449262,SONQBUB12A6D4F8ED0,263.784,0.018,0.15016,139.333,blues,0.999983058,1.0,0.0,Angie (1993 Digital Remaster),0
0.442765842,ARV1JVD1187B9AD195,Loudon Wainwright III,['easy listening soundtracks and musicals'],1.0,0.077,1.56662,0.799,0.37554,190.48444,0.258,0.661080168,3.0,0.544,35.91463,"Chapel Hill, NC",-79.05661,-15.663,1,0.596,28723,Grown Man,ARYXGMM1187B9AC285,0.510119314,SOINBCU12A6D4F94C0,177.029,0.537,0.37554,102.428,modern rock,1.0,4.0,0.496,Human Cannonball,1995
0.466628889,AR7TTS41187B9B42D3,R.L. Burnside,['delta blues'],1.0,0.002,0.93659,0.885,0.275,277.78567,0.24,0.701180874,2.0,0.0,34.36401,"Oxford, MS",-89.51877,-6.944,1,0.0,557761,A Bothered Mind,AR3KUCG1187B9A0BEA,0.482137585,SOTWVQT12A58A79650,267.453,0.963,0.275,89.984,delta blues,0.980350471,4.0,0.0,Glory Be,2004
0.394217199,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,['dance and electronica'],1.0,0.002,0.74575,0.706,0.32409,175.72526,0.734,0.665322162,0.0,0.522,37.15735675013362,Not available,-63.93335786851952,-10.93,1,0.474,234425,Etiquette,AREX9GE1187FB41987,0.785892288,SOTUNMH12A6D4FA3E6,168.699,1.0,0.11431,141.919,trip hop,0.877629027,4.0,0.445,Nashville Parthenon,2006
0.479308459,ARS1OWB1187B99EEAD,The New York Dolls,['punk'],1.0,0.877,0.12284,0.877,0.12284,344.05832,0.068,0.717670525,11.0,0.425,37.15735675013362,"New York, NY",-63.93335786851952,-9.253,1,0.486,74655,Too Much Too Soon,AR9B5JX1187FB55D84,0.561692411,SOGKIWV12A6D4F86C4,335.029,0.56,0.12284,154.953,glam rock,0.998786077,1.0,0.0,Human Being,1974
0.427914247,ARGMXQW1187FB54C34,Eliane Elias,['brazilian'],1.0,0.068,2.90946,0.675,0.14772,251.42812,0.071,0.669726188,7.0,0.391,-23.56287,"Sao Paulo, Brazil",-46.65466,-12.009,1,0.319,322532,Bossa Nova Stories,ARCXKY91187B9ACA99,0.43483809,SOPHYIS12AAF3B35A3,237.598,0.228,0.14772,86.091,brazilian jazz,1.0,5.0,0.551,The More I See You,2009
0.412240601,AROEL1B1187B988B90,Lost Boyz,['american'],1.0,0.267,0.34237,1.0,0.34237,269.7922,0.218,0.569741152,7.0,0.715,37.15735675013362,"South Jamaica, Queens",-63.93335786851952,-11.043,1,0.614,14592,Love_ Peace & Nappiness,ARE352A1187FB40607,0.405115722,SOFHBAR12A6701D0FE,257.416,0.466,0.34237,90.218,gangster rap,1.0,4.0,1.0,Certain Things We Do,1997
0.383475745,ARUWLCL1187FB549B8,Yamandu Costa,[],0.0,0.599,0.31943,0.462,0.02559,190.04036,0.0,0.397772876,2.0,0.105,37.15735675013362,Not available,-63.93335786851952,-14.179,1,0.433,765750,MafuA!,AR9RJJI1187B9930AB,,SOFGHAM12AB0186412,176.924,0.626,0.02559,205.317,brazilian jazz,1.0,4.0,0.0,MafuA!,0
0.500691341,AR3793X1187FB50CB3,Chris Rea,['rock'],1.0,0.386,0.42366,0.0,0.0889,241.162,0.549,0.643182773,9.0,0.222,37.15735675013362,"Middlesbrough, England",-63.93335786851952,-8.531,1,0.403,17220,The Road To Hell Part 2,ARFWLXM1187B9B5EE5,0.767727748,SODHVES12A6701CE6B,230.342,0.587,0.0889,180.149,soft rock,0.961375214,4.0,0.0,Driving Home For Christmas,1986
0.383524247,AR2J2WF1187FB46271,Francis Dunnery,[],0.0,0.008,1.1612,0.379,0.67535,300.79955,0.0,0.54858513,7.0,0.666,54.48303,"Egremont, Cumbria, England",-3.53444,-13.33,1,0.658,19601,Hometown 2001,ARL2M1Y1187FB3A940,0.610474258,SOYQOFI12A6D4F76E1,298.347,0.249,0.42142,124.175,singer-songwriter,1.0,4.0,0.698,Too Much Saturn,1995
0.788805935,ARF2EHS1187B994F4E,Kings Of Leon,['american'],2.0,0.109,1.18583,1.0,0.15226,187.92444,0.328,0.845768866,0.0,0.612,36.16778,"Nashville, Tennessee",-86.77836,-5.907,1,0.735,449471,Holy Roller Novocaine,AR3KUCG1187B9A0BEA,0.685940227,SOLGHDZ12AB0183B11,180.344,0.784,0.15226,116.823,southern rock,1.0,4.0,0.347,Wicker Chair,2003
0.554291489,AR06EB01187FB40150,NOFX,['american'],3.0,0.081,0.76754,0.644,0.29609,144.50893,0.237,0.778816717,4.0,0.093,37.15735675013362,"Berkeley, CA",-63.93335786851952,-7.787,0,0.423,104765,White Trash ......,ARHJFFY1187B98BA76,0.671236027,SOPIKEG12A58291636,140.057,0.829,0.0586,152.622,punk,1.0,4.0,0.358,Stickin In My Eye,1992
0.30045446,ARRC2JF1187B9B6A93,Bruce Rowland,[],0.0,0.066,0.36508,0.948,0.36508,84.03546,0.328,0.443162398,7.0,0.469,-24.9162,AUSTRALIA,133.39311,-26.266,1,0.591,223779,The Man from Snowy River,ARA1WSX1187B990212,0.0,SOIJXXM12A8C1416D6,75.79,0.386,0.11188,115.642,easy listening,1.0,4.0,0.44,Rosemary Recalls,1985
0.266275286,ARNIFX51187FB418EA,Xcultures,[],0.0,0.023,1.21595,1.0,0.25377,273.52771,2.177,0.400433514,1.0,0.652,37.15735675013362,Not available,-63.93335786851952,-6.305,1,0.694,466577,One World One People,AREI7EO1187B98BE33,0.199238262,SOHMMMC12AB0181C42,268.893,0.641,0.25377,125.013,gabba,0.942755424,4.0,1.0,Sudanese Dance,2000
0.337507289,ARCCRTI11F4C845308,White Heart,[],0.0,0.0,0.36873,0.443,0.36873,298.84036,19.093,0.477364753,5.0,0.596,37.15735675013362,Not available,-63.93335786851952,-9.998,1,0.567,148547,Tales Of Wonder,ARIYJXD1187B98C70E,0.265861049,SOVJXVJ12A8C13517D,289.46,0.0,0.16818,113.277,ccm,1.0,4.0,0.872,Where The Thunder Roars (Tales Of Wonder Album Version),0
0.579988982,ARNLO5S1187B9B80CC,Van Halen,['classic pop and rock'],1.0,0.812,0.34761,0.812,0.34761,209.29261,0.0,0.744641246,8.0,0.455,37.15735675013362,"Pasadena, CA",-63.93335786851952,-4.865,1,0.48,7133,The Best Of Both Worlds,ARZK3VD1187B99EB47,0.82448213,SOLRYQR12A670215BF,206.623,0.775,0.14268,140.995,heavy metal,0.999932033,1.0,0.41,Panama (Remastered Album Version),0
1.005941966,ARTDQRC1187FB4EFD4,Black Eyed Peas,['pop and chart'],1.0,0.933,1.1904,0.692,0.63902,229.61587,0.0,0.845601887,11.0,0.205,37.15735675013362,"Los Angeles, CA",-63.93335786851952,-4.882,0,0.332,358442,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,ARV4KO21187FB38008,0.624425493,SOCHRXB12A8AE48069,213.664,0.41,0.36332,105.206,hip hop,1.0,4.0,1.0,Let's Get It Started,2004
0.322485106,AR6Y22S1187B99906F,Smartbomb,[],0.0,0.009,0.64544,1.0,0.19348,233.27302,0.386,0.562463784,0.0,0.53,37.15735675013362,Not available,-63.93335786851952,-2.658,1,0.501,633532,Yeah.  Well_ Anyway....,ARJ8IIY1187B992734,0.0,SONSPZE12AB01819CE,231.178,0.89,0.19348,132.022,melodic hardcore,0.981267204,4.0,0.782,Complicate It,2001
0.552413346,AR6G4V01187B9AD086,Queens Of The Stone Age,['stoner rock'],3.0,0.002,0.68393,1.0,0.15338,288.41751,0.113,0.798645179,2.0,0.08,37.15735675013362,Not available,-63.93335786851952,-8.165,1,0.665,220917,Lullabies To Paralyze,ARRP8TZ1187B98DB84,0.725121284,SOKLLOH12A67020F2C,279.179,1.0,0.15338,115.606,stoner metal,0.920686051,4.0,0.0,I Never Came,2005
0.398547535,AR9AM2N1187B9AD2F1,Inspiral Carpets,['madchester'],2.0,0.02,0.72006,0.779,0.18905,283.76771,0.0,0.605109702,2.0,0.823,53.4796,"Manchester, England",-2.24881,-8.7,1,0.69,11305,The Singles,ARPATQ21187B9ACAFC,0.665172241,SODDZAD12A6701DC4C,271.83,1.0,0.18905,113.677,indie rock,0.99732938,4.0,1.0,Commercial Reign,1990
0.493566843,ARXWAQQ1187B9AE954,Redman,['soul and reggae'],1.0,0.058,2.95336,0.579,0.65164,124.18567,0.0,0.743129776,1.0,0.074,37.15735675013362,"Newark, NJ",-63.93335786851952,-10.296,0,0.492,8552,Malpractice,AR05OJD1187B9B99A6,0.57010593,SORWHWY12A6702038E,121.005,0.0,0.16161,85.008,hip hop,1.0,5.0,1.0,WKYA (drop),2001
0.345751247,ARJGNV61187B98F3B5,Mira,[],0.0,0.159,1.66153,0.848,0.96449,177.81506,0.554,0.545110951,4.0,0.695,37.15735675013362,"Tallahassee, FL",-63.93335786851952,-12.004,1,0.673,473710,Openbare Weg,AR9U1SA1187B9940C1,,SOUQVUD12A8C142DCE,167.48,0.859,0.61541,85.621,shoegaze,0.893803057,4.0,0.612,Openbare Weg,2006
0.432011947,ARVJ0JK1187B98C9C0,The Brooklyn Tabernacle Choir,[],0.0,0.233,0.95031,0.0,0.38454,324.44036,0.0,0.559278494,7.0,0.558,37.15735675013362,Not available,-63.93335786851952,-11.829,1,0.718,341940,Praise Him...Live!,ARSA3561187FB58C37,0.405115722,SOXVBVL12AF72A600C,312.239,0.0,0.38454,216.195,gospel,1.0,5.0,1.0,Lead Me Lord,1995
0.414892612,AR1RHCO1187B9AF0BF,Vince Guaraldi / Bola Sete,[],0.0,0.079,0.15435,0.0,0.15435,294.66077,0.864,0.57810363,5.0,0.238,37.77916,"San Francisco, CA",-122.42005,-15.761,0,0.07,432406,From All Sides,ARLKR161187FB50694,0.386790177,SODLSHA12AAF3B29F2,282.564,0.513,0.15435,168.307,latin jazz,1.0,4.0,0.0,Choro,0
0.384184259,ARBQBZV1187B99D29E,Carl Cox Vs Yousef,['uk'],1.0,0.053,0.6235,1.0,0.16237,357.82485,0.131,0.541975108,1.0,0.485,37.15735675013362,Not available,-63.93335786851952,-5.701,1,0.427,548374,Dave Pearce Best of the Dance Years 1988 - 1992,ARRYBYF1187FB3929E,0.511254835,SORAVUP12AB018556E,353.785,1.0,0.16237,130.016,tech house,0.947705021,5.0,1.0,I Want You (Forever),1991
0.412671631,AR9ODB41187FB459B2,Organized Konfusion,['group'],1.0,0.005,0.41054,1.0,0.0684,198.3473,0.201,0.683719468,11.0,0.306,37.15735675013362,"SPRINGFIELD, Virginia",-63.93335786851952,-8.709,0,0.22,704183,The Equinox,ARM2EJV1187B98EA13,0.460484845,SOFXNQP12AB0184F1A,182.184,0.603,0.0684,175.769,hip hop,1.0,4.0,0.7,Hate,1997
0.628246419,ARF3GX71187FB3EB66,Martina McBride,['country'],2.0,0.082,0.2688,0.871,0.2688,261.95546,0.0,0.614870934,7.0,0.96,37.15735675013362,"Medicine Lodge, KS",-63.93335786851952,-13.627,1,0.634,307618,Timeless,ARMH4YI1187FB3F45E,0.488289876,SOGQTRZ12A8C13C8B0,253.452,0.799,0.2688,100.194,country,0.939349522,3.0,1.0,I Can't Stop Loving You,2005
0.393215104,ARUT16P1187FB532A4,Tyrone Davis,[],0.0,0.193,0.56138,1.0,0.19121,235.91138,0.322,0.543866303,10.0,0.46,33.39847,"Greenville, MS",-91.03786,-10.466,1,0.379,599659,Call Tyrone,ARVQZNK11E2835CDAC,,SOWRLSY12AC4687694,219.725,0.769,0.19121,161.976,chicago soul,0.930353957,4.0,0.696,Cheatin' In The Next Room,0
0.601184942,ARR9XGB1187B9912E6,Boyz II Men,['soul and reggae'],1.0,0.666,1.00904,0.853,0.49144,329.27302,0.45,0.790922848,8.0,0.497,37.15735675013362,"Philadelphia, PA",-63.93335786851952,-7.103,1,0.491,523481,Legacy,ARL6HUT1187FB4D9C2,0.345802234,SOFRAZJ12A8C143CDB,322.101,0.94,0.23264,116.473,new jack swing,1.0,4.0,1.0,On Bended Knee,1994
0.422472423,ARTB5PP1187FB523B7,Donny Hathaway,['rock and indie'],1.0,0.212,1.46125,0.741,0.36893,283.21914,0.258,0.657406765,2.0,0.499,41.88415,"Chicago, IL",-87.63241,-15.144,1,0.652,266932,Donny Hathaway,ARIPNPE1187FB3EE18,0.617365618,SOYZOXW12A8C13E195,277.467,0.462,0.0982,111.191,jazz funk,0.923552601,3.0,0.851,Little Girl (LP Version),1971
0.437964733,ARVEJ9M1187FB4DC44,Les Ogres De Barback,[],0.0,0.812,0.49594,0.812,0.49594,254.06649,0.43,0.652367864,4.0,0.446,37.15735675013362,Not available,-63.93335786851952,-6.01,0,0.383,421962,Irfan_ le hA(c)ros,AR7VA9B1187B99CFFF,0.394394856,SOBQBWP12AB018611B,249.562,0.875,0.24195,137.888,chanson,1.0,1.0,0.0,Niev nietch nievitch,1999
0.363177861,ARV1P811187FB3CFC6,Jupiter Rising,[],0.0,0.058,0.62823,0.535,0.62823,193.4624,2.717,0.662649695,0.0,0.373,37.15735675013362,Not available,-63.93335786851952,-5.913,0,0.548,128198,Electropop,ARTDQRC1187FB4EFD4,0.215080319,SOGMXBW12A6D4FB8D7,184.274,0.218,0.62823,119.979,pop rap,1.0,4.0,1.0,They Say (Album),2007
0.498395338,ARQOC971187B9910FA,The Verve Pipe,[],0.0,0.016,0.65257,0.0,0.20769,292.8322,3.344,0.70334944,9.0,0.295,42.73383,"Lansing, MI",-84.59334,-4.953,1,0.196,293668,Underneath,AR94SFV1187FB4DA2C,0.466304831,SOOGNJP12A8C1381AD,273.589,0.105,0.20769,133.306,post-grunge,1.0,4.0,0.338,Medicate Myself,2001
0.301502462,AR19SOA1187B98F6E6,Bob Neuwirth,['american'],1.0,0.178,0.92398,0.618,0.92398,241.10975,2.659,0.434272038,4.0,0.965,40.71455,New York,-74.00712,-18.114,1,0.744,117983,99 Monkeys,ARYXAJN1187FB40F84,0.480610618,SOFUBCP12A8C13D5EF,230.429,0.618,0.92398,152.267,singer-songwriter,1.0,3.0,1.0,Biding Her Time,1990
0.32188269,AR6C8EJ1187FB3F473,Nelson Ned,[],0.0,0.009,0.63479,0.679,0.22404,211.80036,0.175,0.498663649,9.0,0.519,37.15735675013362," UbA!, Minas Gerais",-63.93335786851952,-15.358,0,0.525,158078,Mis Momentos,ARDAXCG1187B9942B1,,SOCCQIQ12A8C13C76B,202.443,0.512,0.22404,144.651,latin jazz,1.0,4.0,0.142,Brasas Vivas,0
0.273453727,ARIOSKN1257509BCE1,Cama,[],0.0,0.718,0.27702,0.718,0.27702,210.36363,0.364,0.406187449,1.0,0.645,37.15735675013362,Not available,-63.93335786851952,-5.904,0,0.683,329135,In this Life,ARCDQS71187FB403FA,,SOBUWPY12A8C1446C0,201.497,0.772,0.08387,155.074,los angeles,0.845881025,1.0,0.0,In This Life,2009
0.446890727,ARI0PUX1187FB3F215,Maxi Priest,[],0.0,0.0,0.03212,0.0,0.03212,301.81832,2.566,0.661001337,10.0,0.683,54.31392,Great Britain / UK,-2.23218,-8.095,0,0.549,276924,Best Of Maxi Priest,AR1F7A61187B99F6EA,0.345802234,SORWXUP12A58A79E65,289.332,0.124,0.03212,61.971,lovers rock,0.908228194,1.0,0.397,Groovin' In The Midnight,1991
0.507965802,ARYO9BU1187B9ADA88,Porcupine Tree,['progressive rock'],4.0,0.151,0.34798,0.387,0.34798,416.80934,0.0,0.830252262,6.0,0.644,37.15735675013362,Not available,-63.93335786851952,-7.982,0,0.607,193554,Signify (Special Edition),ARRJTPR11F4C8473CF,0.82517354,SOJEVZW12A8C133988,396.533,0.69,0.0276,124.04,experimental rock,1.0,5.0,0.82,Waiting,1997
0.424931835,ARZ507V1187FB4425E,Ragheb Alama,[],0.0,0.04,0.47649,0.0,0.16066,413.36118,0.0,0.554226467,7.0,0.056,37.15735675013362,Not available,-63.93335786851952,-8.804,0,0.306,409813,Bravo Alayki Rare recording,ARUTBSU1187FB4B857,0.0,SOOODKC12AB018462F,408.503,1.0,0.16066,191.196,arabesque,1.0,4.0,0.0,A'chek Ouyounik (2009 Digital Remaster),0
0.550762085,AR6XPWV1187B9ADAEB,Foo Fighters,['rock'],4.0,0.35,0.58065,0.896,0.16757,117.002,0.0,0.839275393,7.0,0.458,37.15735675013362,"Seattle, WA",-63.93335786851952,-5.699,1,0.44,440990,In Your Honor,ARE8GLF1187FB52532,,SODOLVO12B0B80B2F4,114.712,0.415,0.16757,152.127,grunge,0.953021558,4.0,0.651,Hell,2005
0.682263177,AR6PJ8R1187FB5AD70,Shakira Featuring Wyclef Jean,['colombian'],1.0,0.497,0.71063,1.0,0.10911,217.36444,0.224,0.833178561,10.0,0.805,37.15735675013362,"Barranquilla, Colombia",-63.93335786851952,-5.152,0,0.688,302176,Essential R&B Hit Selection,ARBHW3X1187B999013,0.73738531,SOEHWGF12A6D4F8B2B,212.161,0.538,0.10911,100.023,dance pop,1.0,4.0,0.937,Hips Don't Lie (featuring Wyclef Jean),0
0.383877494,AR7BMMV1187FB5B2D7,Robben Ford,['jazz and blues'],1.0,0.368,0.78649,0.382,0.38868,203.98975,0.161,0.604820432,11.0,0.236,39.15093,"Ukiah, CA",-123.2079,-11.976,0,0.384,762519,Talk To Your Daughter,ARGRDHI1187B9B93F0,0.47212112,SOOSYMY12AB01888CD,182.921,0.732,0.19413,154.322,blues-rock,0.983628765,4.0,0.0,I Got Over It (Album Version),1988
0.544446277,AR5LZJD1187FB4C5E5,Britt Nicole,[],0.0,0.058,0.64194,0.826,0.26421,204.06812,0.415,0.669500125,6.0,0.606,35.66693, NC,-80.46935,-5.157,1,0.514,696947,Hanging On (Premiere Performance Plus Track),ARSLAVY1187B9BA622,0.236420182,SOGXFIF12A58A78CC4,193.562,0.89,0.07628,160.165,ccm,1.0,4.0,1.0,Hanging On (Medium Key Performance Track Without Background Vocals),0
0.555968804,ARAEX7Y1187FB42D36,Toni Braxton Featuring Shaggy,['hip hop rnb and dance hall'],1.0,0.047,0.28332,0.669,0.28332,219.01016,0.235,0.737972528,0.0,0.782,37.15735675013362,"Severn, MD",-63.93335786851952,-5.21,1,0.662,281713,Snowflakes,AR30R5E1187B9AD78A,,SOEXSIN12A8C133B0A,203.233,0.863,0.0827,149.94,dance pop,0.999854548,4.0,0.128,Christmas In Jamaica,2001
0.350327605,ARK2G5U1187FB46B34,Perrey And Kingsley,['classical'],1.0,0.477,0.20197,0.868,0.20197,127.9473,0.165,0.530605798,0.0,0.655,37.15735675013362,Not available,-63.93335786851952,-12.717,1,0.525,492999,The Out Sound From Way In!,ARIYWMF1187FB42323,0.444401715,SOTSMNJ12AB018365E,123.222,0.485,0.20197,135.78,easy listening,0.995553751,4.0,0.087,Gossippo Perpetuo,2001
0.395709548,ARZEWUR1187FB53DC8,Enthroned,[],0.0,0.137,0.89888,0.279,0.48245,240.74404,0.0,0.593416049,2.0,0.735,50.45663,"Belgica -- Namur, Namur/Ghent, East Flanders",4.87137,-4.878,0,0.838,785362,Pentagrammaton,ARF46X51187B9B7F63,0.543052864,SOXCWTT12AC9075756,240.744,0.378,0.48245,135.535,black metal,1.0,7.0,0.583,The Vitalized Shell,2010
0.409134869,ARJDMBO1187B9AD118,Johnny Osbourne,[],0.0,0.031,1.07333,0.541,0.35811,215.30077,0.588,0.618765786,3.0,0.445,37.15735675013362,Not available,-63.93335786851952,-9.741,0,0.496,605167,Auralux Reggae Showcase,ARIRD6J1187FB5A98C,0.0,SOCVDYI12AC4687DDB,208.376,0.315,0.18068,163.445,roots reggae,0.910303408,4.0,0.015,Lend Me Your Chopper,2004
0.60797181,ARFVYJI1187B9B8E13,Pearl Jam,['grunge'],4.0,0.562,2.24039,0.238,1.67818,428.56444,4.267,0.81444811,4.0,0.743,47.60356,"Seattle, WA",-122.32944,-8.403,0,0.727,307651,Pearl Jam,ARN5NHX1187FB4F755,0.659304669,SOHTWLT12A8C13CFE1,414.697,0.069,1.67818,105.994,grunge,0.954857727,3.0,1.0,Inside Job,2006
